DATE,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres
12-22-20,9,5.2,11.9,8.7,228,19.8,44.5,1010.1
12-23-20,7.7,6.5,9.2,4.9,171,9.7,25.9,1012.3
12-24-20,6.6,3.5,8.6,5.1,268,17.9,44.5,1005.2
12-25-20,2.5,1.3,3.5,0.2,314,14.7,29.6,1017.3
12-26-20,1.3,-0.1,2.4,0,238,15.4,35.2,1019.3
12-27-20,2.1,1.1,3.6,0,169,26,53.7,999.7
12-28-20,2.2,1.2,4.3,0.5,134,16.1,42.6,984.3
12-29-20,2.3,1,4.1,1.1,187,12.5,27.8,987.8
12-30-20,2,0.2,4.3,0,196,13.8,29.6,1001.2
12-31-20,2.1,1.2,4.4,0.1,185,12.8,25.9,1006.1
01-01-21,1,0.1,1.8,1.2,195,8.2,20.4,1007.7
01-02-21,0.8,-1.1,2.9,0,176,8.1,22.2,1014.5
01-03-21,0.3,-0.2,0.7,7.2,57,18.2,37,1015.8
01-04-21,0.8,0.5,1,3.4,51,14.9,31.5,1017.2
01-05-21,1.3,0.6,2.1,2.3,30,15.1,31.5,1016.9
01-06-21,1.6,0.8,2.3,3.8,300,12.8,29.6,1011.2
01-07-21,1,0.6,1.3,1.4,248,13.1,29.6,1010.1
01-08-21,0.2,-0.5,0.9,0.9,239,8.7,20.4,1012.2
01-09-21,0.6,0.1,1.3,0.9,279,8.4,18.5,1019.7
01-10-21,0.3,-0.8,0.9,0,249,10.3,25.9,1023.8
01-11-21,0.8,-0.7,2,1,214,17.4,42.6,1017.3
01-12-21,1.8,0.2,2.5,6.8,240,19.8,44.5,1003.8
01-13-21,1.3,0,3,4,266,22.6,50,1005.5
01-14-21,1.6,0.7,2.7,2.1,326,17.5,46.3,1013.5
01-15-21,-0.7,-2.7,0.6,1.5,335,14,33.3,1023.4
01-16-21,-2.3,-3,-1.5,0.5,296,13.4,33.3,1023.4
01-17-21,-2.8,-4.9,-1.2,0,193,7.2,20.4,1020.3
01-18-21,-2.2,-4.9,1.3,2.8,190,11.1,29.6,1019.1
01-19-21,2.3,1.5,3.9,9.6,218,17.3,35.2,1008.9
01-20-21,5.7,4,8.1,0.7,211,19.1,38.9,1003.1
01-21-21,8.1,5.6,11.4,0,190,21.8,48.2,997.3
01-22-21,7.6,3.1,9.5,0,217,17.1,53.7,992.8
01-23-21,1.8,0.5,2.8,4.4,291,8.6,22.2,996.7
01-24-21,0.5,-0.5,1.3,2.7,94,9.3,20.4,996.7
01-25-21,0.9,0,2.1,0.9,266,10.7,24.1,1002.9
01-26-21,0.2,-1.7,1.9,0.2,267,12.4,29.6,1011.1
01-27-21,1.2,-0.1,3.6,0.2,231,12.4,27.8,1012.9
01-28-21,1.8,-1.2,3.5,1.1,295,11.7,25.9,1004.6
01-29-21,-1.6,-3.2,0,1.3,100,11,29.6,999.4
01-30-21,-1.1,-3.2,0.8,2.6,350,10.9,27.8,1001.7
01-31-21,-3.4,-5.6,0.3,0,223,8,20.4,1005.7
02-01-21,-3.2,-6.2,-0.1,0.2,118,14.9,33.3,1000.1
02-02-21,0.4,-1.4,1.4,3.1,195,9.4,22.2,1002.1
02-03-21,3.6,1.1,5.7,9.6,127,8.2,25.9,999.3
02-04-21,1.4,-0.4,4.3,5.5,31,11.7,31.5,1010.8
02-05-21,-0.1,-0.9,1,1.4,93,17.4,38.9,1018.6
02-06-21,-1.6,-3.7,-0.5,0.3,82,23.5,51.8,1019.1
02-07-21,-5.8,-7,-3.6,2.7,80,29.2,61.1,1012.5
02-08-21,-8.5,-10,-6.1,6.4,61,21.5,53.7,1005.7
02-09-21,-9.4,-11.5,-7.3,1.7,359,6.3,16.7,1007.1
02-10-21,-9,-12.7,-4.6,0.7,309,7.2,20.4,1012
02-11-21,-5.6,-8.6,-2.4,0.7,337,10.6,22.2,1026
02-12-21,-6.1,-9.1,-2.1,0.2,350,10.4,24.1,1035.4
02-13-21,-5.1,-8.9,-0.7,0,311,9.9,20.4,1040.3
02-14-21,-5.3,-8,-1,0,264,9.7,20.4,1041.7
02-15-21,-4.3,-10.8,1.5,2.4,163,14,33.3,1032.8
02-16-21,2.6,0.5,4.2,1.9,195,10.7,29.6,1018.6
02-17-21,4.6,3,5.9,1.4,246,14.1,35.2,1014
02-18-21,6.5,3.8,10.3,0.5,173,12.1,33.3,1017.2
02-19-21,6.5,3,9.3,3,226,14.9,37,1016.3
02-20-21,6.3,1.3,12.2,0,161,13,25.9,1019.7
02-21-21,8.9,4.6,15.3,0,168,13.9,25.9,1018.9
02-22-21,7.5,3.2,13.6,0,167,10.8,24.1,1022.3
02-23-21,11,4.5,18.3,0,213,9.9,24.1,1030.4
02-24-21,13.2,8.7,19.2,0,213,11.8,27.8,1031.2
02-25-21,12.7,7.9,18.8,0,222,11.5,29.6,1026.8
02-26-21,8.3,5.4,10.5,2.7,296,13,31.5,1028.8
02-27-21,5,3,7.1,0,296,14.4,31.5,1036
02-28-21,4.6,2.3,8,0,281,11.4,24.1,1036.7
03-01-21,5.4,2.6,9.1,0,254,7.4,16.7,1035.9
03-02-21,5.3,0.3,12.1,0,213,4.9,13,1034.3
03-03-21,6.9,0.5,14.1,0,209,9.7,25.9,1027.1
03-04-21,4.1,2.8,7.1,0,305,13.7,29.6,1018.6
03-05-21,1.8,-0.7,4.6,0,343,12.9,31.5,1024.9
03-06-21,1.3,-2.7,4.7,0,268,14,35.2,1030.6
03-07-21,2.4,0.9,3.7,0.5,272,17.5,40.8,1022.5
03-08-21,1.9,-1.5,5.5,0.3,1,9.4,24.1,1022
03-09-21,0.7,-3.7,5.9,0,126,9.7,20.4,1020.9
03-10-21,2.1,-3.6,7.8,0,133,11.8,29.6,1019
03-11-21,6,2.5,10.6,10.1,197,23,57.4,1001.3
03-12-21,7.4,5.8,9.4,3.1,244,22.8,53.7,1002.1
03-13-21,6.6,4.9,8.7,5.5,218,23.2,57.4,997.1
03-14-21,5.4,4.3,6.8,5.9,260,23.4,61.1,1001.2
03-15-21,4.4,3.1,6,3.6,254,15.5,38.9,1006.6
03-16-21,4.1,2.1,6.2,1.5,319,17.7,40.8,1015.5
03-17-21,2.6,1,5,0.6,354,10.1,25.9,1021.9
03-18-21,1.7,-0.4,4.2,2,318,8.5,24.1,1021.6
03-19-21,1,-1.6,3.2,1,17,15,42.6,1022.3
03-20-21,0.2,-3.3,2.9,0,297,12.2,33.3,1026.4
03-21-21,4.9,3,7.6,1.4,296,19.4,46.3,1014.1
03-22-21,4.3,-0.1,8.4,0,301,11.6,27.8,1019.3
03-23-21,5.6,4.2,7.4,0.3,281,12.4,27.8,1023.1
03-24-21,6.7,3.5,11.5,0,235,9.7,25.9,1023
03-25-21,8.6,3.3,14.1,0,233,8.7,24.1,1019.6
03-26-21,9.9,5,15.1,0,195,8.4,24.1,1018.6
03-27-21,7.1,4,8.8,2.5,236,17.5,51.8,1016.8
03-28-21,7.4,2.6,11.7,1.1,228,15.3,40.8,1026.4
03-29-21,12.2,8.7,16.4,0.1,236,15.1,35.2,1027
03-30-21,13.7,8.1,20.5,0,263,12,29.6,1029.5
03-31-21,14.5,5.7,23.5,0,215,8.1,24.1,1023.6
04-01-21,11.6,7.8,15.9,0,305,14.4,42.6,1017.4
04-02-21,6.8,3.2,9.9,0,323,14.6,42.6,1020.1
04-03-21,5.6,2.8,8,0,340,15.7,38.9,1021.1
04-04-21,4.5,-1.3,9.1,0,262,12.1,38.9,1020.5
04-05-21,4.4,1.5,6.6,3.2,262,23,64.8,1002.3
04-06-21,2.2,-0.3,4.7,1.4,267,19.7,46.3,1004.5
04-07-21,3.3,0.1,6.7,1.3,272,20.4,48.2,1008.3
04-08-21,4.2,2,6.4,0,276,21.2,50,1017.8
04-09-21,6.8,1.8,12.1,0,221,16.8,44.5,1015.3
04-10-21,6.6,4.3,8.9,4.5,35,8.8,27.8,1014.8
04-11-21,11.8,6.6,18.8,4.7,159,15.6,37,1010.6
04-12-21,5.6,2.8,10.4,2.1,298,15.5,38.9,1021.5
04-13-21,4.3,0.5,7.8,0,287,14.2,37,1027.7
04-14-21,4.1,0.7,7.1,0,322,13.3,31.5,1027.7
04-15-21,3.7,1,6,1.1,357,15.6,42.6,1027.7
04-16-21,5.7,2.9,8.2,1.1,355,16.5,35.2,1024.6
04-17-21,7.5,4,10.8,0.7,351,11.2,27.8,1021.9
04-18-21,8.4,5.2,11.4,3.5,31,9.4,25.9,1020.5
04-19-21,10,5.4,15.2,0,14,9.3,25.9,1019.8
04-20-21,10.7,5.9,15.9,0,330,8.6,24.1,1016.1
04-21-21,10.2,4.6,15.9,0,304,14.1,42.6,1014.1
04-22-21,6.9,3.3,9.6,0.5,294,21.5,51.8,1018.6
04-23-21,7.4,4,10.8,0,297,17.2,42.6,1024.2
04-24-21,6.7,3.5,9.6,0,310,12.7,31.5,1025
04-25-21,5.6,2.1,9.1,0,339,10.8,35.2,1024.3
04-26-21,4.4,-0.8,8.5,0,343,9.2,24.1,1022
04-27-21,6.1,-1,12.1,0,97,12.5,35.2,1016.4
04-28-21,9.9,2.6,16.5,0,105,14.7,31.5,1009.3
04-29-21,10.8,8.3,14.3,2.7,178,13,37,1002.8
04-30-21,8.6,7.1,10.6,0,305,13.7,35.2,1010.5
05-01-21,8.9,5.6,12.4,0,73,7.1,22.2,1013.7
05-02-21,7.9,6.5,9.2,6.1,338,11.9,35.2,1011.7
05-03-21,7.5,4.7,10.6,4.6,269,17.8,44.5,1016.9
05-04-21,9.5,5.7,12.9,2,200,23.1,63,1003.3
05-05-21,9.3,6.9,11.1,2,242,25.5,64.8,999.3
05-06-21,7.8,3.8,11.4,0.5,247,17.8,50,1005.8
05-07-21,5.8,4.3,7.6,6.3,294,12.1,42.6,1008.9
05-08-21,8.5,3.1,13.4,0,243,12.4,31.5,1017.5
05-09-21,16.7,8.8,25.5,0,169,16.9,38.9,1010.5
05-10-21,20.3,12.3,28.8,0,172,14.4,33.3,1007
05-11-21,20.7,14.9,27.1,0,62,10.7,35.2,1005.6
05-12-21,14.7,13,17.1,4.8,305,14.7,33.3,1007.3
05-13-21,11.6,10.8,13.1,8.3,316,15.8,33.3,1005.2
05-14-21,10.8,9,12.5,5.6,284,14.8,35.2,1005.5
05-15-21,12.1,7,16.2,1.9,200,10.6,33.3,1006.5
05-16-21,12.6,9,16.4,1.1,203,11.7,33.3,1002.8
05-17-21,12.6,8.3,16.8,1.1,228,9.8,27.8,1003.1
05-18-21,11.7,8.8,14.9,1.7,282,12.1,33.3,1009.3
05-19-21,11.7,8,15.1,0,299,11.4,31.5,1014.1
05-20-21,12,7.7,16,0,281,12.5,35.2,1017.2
05-21-21,13.9,9.1,19.1,0,213,16.6,51.8,1007.6
05-22-21,12.6,9.2,16.1,1.5,220,17.4,51.8,1004.5
05-23-21,12.1,9.2,15.1,2.3,245,13.8,37,1011.7
05-24-21,14.7,6.9,21.4,0,166,14.1,38.9,1014.4
05-25-21,12.7,10.1,14.1,2.3,222,16.1,44.5,1011.2
05-26-21,11.2,8.4,14.1,5.9,216,17.1,42.6,1011.3
05-27-21,11.7,9,13.7,2.6,232,16.1,40.8,1012.2
05-28-21,11.7,9,14.8,1,307,13.4,31.5,1020
05-29-21,12.1,7,15.9,0,321,14.1,40.8,1023.6
05-30-21,13.4,6.6,18.6,0,15,12.7,35.2,1026.5
05-31-21,14.2,6.5,20.5,0,36,8.5,22.2,1024.1
06-01-21,15.9,9.4,21.3,0,334,11.8,31.5,1019.2
06-02-21,17.3,11.3,22.5,0.7,92,12.6,33.3,1019.5
06-03-21,20,12.8,26.5,0,117,15.1,35.2,1023
06-04-21,20,14.9,24.9,0,118,14.2,31.5,1021.4
06-05-21,20.8,14.1,26.6,0,88,11.9,29.6,1019.4
06-06-21,21.7,16.2,26.8,0,86,9.3,24.1,1019.2
06-07-21,20.1,13.8,25.5,0,342,11.1,27.8,1020.5
06-08-21,20.3,14.5,24.7,0,354,10.7,29.6,1021.2
06-09-21,20.4,13.8,26,0,351,8,24.1,1021
06-10-21,21.1,15.6,26.2,0,332,9.8,31.5,1018.9
06-11-21,21.5,16.1,25.7,0,321,9.7,33.3,1017
06-12-21,18.3,15.1,19.4,1.9,293,16.6,48.2,1015.1
06-13-21,14.9,10.9,18.7,0,307,18.6,44.5,1022.6
06-14-21,18.2,10.2,25.7,0,260,8.8,24.1,1021.9
06-15-21,19.1,14.9,22.5,0,318,10.9,25.9,1018.3
06-16-21,20.4,13.1,27.2,0,97,11.4,27.8,1018.3
06-17-21,25.7,17.5,33.7,0,129,14.6,35.2,1015.2
06-18-21,27,18.5,34.9,0,140,15.4,38.9,1014
06-19-21,26.7,18.8,33.3,0,201,10.4,27.8,1012.8
06-20-21,27.4,21.3,32.8,0,185,11.7,33.3,1009.2
06-21-21,25.4,21.6,29.9,0,292,12.9,35.2,1005.7
06-22-21,18.9,17,20.9,0,318,12.6,29.6,1012.4
06-23-21,17.5,14.6,19.7,0,332,8.2,22.2,1019.1
06-24-21,17.3,14,20.3,1.8,353,8.9,22.2,1018.7
06-25-21,18.5,14.3,22.3,0,300,8.3,25.9,1017
06-26-21,19.9,14.2,24.6,0,344,7.6,25.9,1018.5
06-27-21,20.8,14.2,26.1,0,3,7.4,22.2,1017.7
06-28-21,23.3,16.3,29.7,0,123,8.5,22.2,1015.5
06-29-21,23.2,18.2,28.7,2.8,172,10.1,27.8,1010.9
06-30-21,17.9,16.4,19.6,33.5,277,12.4,38.9,1008
07-01-21,16.1,15.3,17.3,40.7,255,17.8,38.9,1009.6
07-02-21,18.3,15.1,21.9,0,276,13.3,35.2,1014.3
07-03-21,18.4,14.1,22.2,0,292,11.4,29.6,1015.2
07-04-21,20.6,14.4,26,0,101,6.6,22.2,1011.5
07-05-21,19.7,16.9,22.4,1.2,211,9.3,25.9,1009.6
07-06-21,22.2,15.8,28.6,0.6,185,12.3,33.3,1009.9
07-07-21,19,17.2,21.6,21,248,7.4,18.5,1016.2
07-08-21,19,15,22.2,1,83,10,25.9,1020.5
07-09-21,18,16.2,19.2,12.8,341,15.6,40.8,1016.7
07-10-21,18.8,15.4,23.4,8.4,260,15.4,40.8,1016.1
07-11-21,21.4,15.3,26.8,0,105,11.8,29.6,1016.4
07-12-21,21.7,18.1,25.7,0,102,12,29.6,1013.4
07-13-21,23.4,16.7,29.3,0,99,12.3,31.5,1009.1
07-14-21,23.1,20.4,26.4,0,146,11,29.6,1008.1
07-15-21,21.4,17.1,25.7,0,293,8.2,22.2,1012.2
07-16-21,22.5,17.6,27,1.5,298,9.5,29.6,1015.9
07-17-21,22.4,19.7,25.5,1.2,336,14.1,35.2,1018.2
07-18-21,20.9,15.6,25.8,0,319,14.8,35.2,1018.6
07-19-21,17.5,15,19.8,0,315,12.6,31.5,1018.8
07-20-21,16.6,12.2,20.3,0,294,10.6,27.8,1019
07-21-21,17.6,13.4,21.6,0,289,10.9,25.9,1021.5
07-22-21,19,14.9,22.8,0,275,7.8,24.1,1021.2
07-23-21,19.5,14.3,24.1,0,278,7.2,22.2,1017.3
07-24-21,22.2,14.6,29,0,98,12.3,31.5,1013
07-25-21,23.4,19.1,28.6,3,116,13.2,31.5,1009.9
07-26-21,23.3,18.7,28.4,0,181,8.7,25.9,1010.3
07-27-21,22.2,18.8,25.8,0,239,10.8,31.5,1011.8
07-28-21,20.9,17.6,24.6,0,226,11.6,33.3,1011
07-29-21,19.7,16.7,22.9,0,238,16.7,46.3,1010.5
07-30-21,19.2,13.2,24.7,0,236,13.9,40.8,1009.1
07-31-21,19.9,16.3,23.3,0,235,17.1,53.7,1006.1
08-01-21,17.8,14.6,21,0,260,11.5,27.8,1007.6
08-02-21,17.1,14.1,20.6,0,277,15.1,40.8,1010.5
08-03-21,16.4,12.3,20.2,0,255,7.8,22.2,1013.7
08-04-21,17.8,14.9,21.5,3.4,97,8.1,22.2,1013.2
08-05-21,17.6,14.1,21.8,2.2,77,9.6,25.9,1010.5
08-06-21,18.9,15,23.5,4.8,142,7.3,25.9,1006.2
08-07-21,19.2,14.8,23.9,1.3,214,11.1,31.5,1005.3
08-08-21,18.9,15.8,22.9,2.5,226,15.1,42.6,1008.3
08-09-21,17.8,12.9,22.2,0,220,11.9,31.5,1016.9
08-10-21,17.4,13.4,21.2,2.7,221,9.4,25.9,1016.8
08-11-21,17.6,13.3,22.3,0,279,11.1,29.6,1018.5
08-12-21,19.6,12.1,26.5,0,200,7.6,20.4,1020.8
08-13-21,22.5,15.9,29.2,0,209,10.2,27.8,1019.4
08-14-21,20.2,15.3,25,0,276,11.7,35.2,1019.2
08-15-21,19.8,14.3,24.9,0,260,10.4,29.6,1014.2
08-16-21,17.8,13.5,21.8,5.3,246,16.4,48.2,1007.5
08-17-21,14.6,12.4,16.6,3.8,255,24.4,63,1010.6
08-18-21,16,12.8,18.8,0,252,18.8,42.6,1011.5
08-19-21,17.3,15.1,19.4,0.2,253,16.1,37,1011.4
08-20-21,17.1,15.3,19.8,1.5,262,10.5,27.8,1015.2
08-21-21,17.8,13.1,22.4,0,307,7.4,20.4,1018.9
08-22-21,17.6,14.4,20.7,9.3,96,12.1,25.9,1016.3
08-23-21,16.4,14.6,18.4,15.5,26,17,40.8,1019.2
08-24-21,15.9,11.4,20.3,0,28,15.1,35.2,1025.9
08-25-21,15,9.1,19.8,0.9,295,13.4,42.6,1019.7
08-26-21,14,12.1,15.4,6,302,16.5,37,1008.7
08-27-21,13.4,11.7,15.6,11.9,342,9.4,27.8,1010.4
08-28-21,14.5,11.3,18.7,1.1,336,8.8,22.2,1014.9
08-29-21,14.7,13.2,16.3,24,319,8.2,27.8,1014.2
08-30-21,15,13.7,16.3,15.6,3,12.4,35.2,1015
08-31-21,15.7,13.5,18.5,0.2,341,16.7,38.9,1019
09-01-21,15.9,11,21,0,316,12.5,29.6,1023.9
09-02-21,16,11.4,20.7,0,308,10.1,25.9,1026
09-03-21,16.1,11.1,22,0,278,11.2,31.5,1020.8
09-04-21,14.8,11.4,18.7,0,306,8.8,22.2,1018.5
09-05-21,16,11.5,21.1,0,95,11.4,25.9,1022.3
09-06-21,16.6,11.7,22.1,0,181,8.7,24.1,1023.7
09-07-21,16.7,12.8,21.5,0,317,8.4,20.4,1023.8
09-08-21,17.7,11.2,24.6,0,114,8.6,22.2,1020.9
09-09-21,18.6,12.2,26,0,138,11.8,25.9,1014.2
09-10-21,19.6,15,24.7,1.2,210,9.7,24.1,1013.3
09-11-21,18.7,16.3,22.4,2,239,10,24.1,1015.1
09-12-21,17.6,14.6,21.1,0,261,10.9,25.9,1016.3
09-13-21,16,13.3,18.9,0,294,10.5,27.8,1017.8
09-14-21,16.1,11.3,21.5,0,113,8.2,24.1,1018.4
09-15-21,17.7,13.7,22.8,5.1,140,13.3,31.5,1013
09-16-21,17.3,15.5,18.9,0.9,259,13.6,33.3,1011.9
09-17-21,14.9,12.9,16.4,0.4,285,16.1,37,1012.9
09-18-21,14.3,12.2,16.9,0.7,341,13.5,31.5,1015.6
09-19-21,12.4,9.8,15.5,0,34,9.9,25.9,1018.4
09-20-21,11.4,7.7,15.6,0,19,8.2,20.4,1021.2
09-21-21,11.5,8.3,14.6,1.5,299,10.5,29.6,1026.2
09-22-21,12.9,11,16,0.6,292,13.5,31.5,1025.1
09-23-21,14.2,9.8,18.6,0.6,251,19.4,53.7,1014.9
09-24-21,14.5,11.6,16.6,0,271,19.9,50,1012.3
09-25-21,16.5,14.3,19.9,0,252,12.7,31.5,1015.1
09-26-21,17.8,13.5,23.8,0,140,10.6,27.8,1017.6
09-27-21,17.2,14.8,20.4,0.9,145,10.4,22.2,1016.8
09-28-21,15.7,12.2,17.6,0,301,9.5,25.9,1021.1
09-29-21,13,11.4,14.8,6.8,134,10.4,25.9,1018
09-30-21,11.1,8.6,14.3,0,224,16.4,38.9,1023.2
10-01-21,11.4,7.3,17,0,168,15.5,37,1021.6
10-02-21,12.7,8,18.5,0,175,13.6,31.5,1013.6
10-03-21,16.1,12.7,21.2,0,157,18.4,37,1007.8
10-04-21,13.8,12,15.2,1.3,247,8.1,25.9,1016.6
10-05-21,12.2,10.9,13.9,10.3,120,9.9,24.1,1011.5
10-06-21,12.5,8.8,15.8,0,201,11.6,25.9,1015.4
10-07-21,11.3,6.4,17.2,0,61,6.6,20.4,1027.3
10-08-21,11.7,7.3,15.7,0,73,12.1,29.6,1032.2
10-09-21,8,3.8,13.7,0,97,14.9,33.3,1033.5
10-10-21,6.9,2.4,13,0,124,11.6,25.9,1029.3
10-11-21,7.5,2.5,12.7,0,252,13,31.5,1021.7
10-12-21,8.3,5.1,11,0.4,288,16.6,37,1015.8
10-13-21,6.7,3.6,10.7,0,284,13.6,31.5,1020.3
10-14-21,9.7,6.6,12,2.6,247,12.9,29.6,1019.9
10-15-21,10.6,7,12.4,2.2,244,17.6,44.5,1014.1
10-16-21,7.6,5.3,11.2,0,260,11.7,29.6,1020.5
10-17-21,8.3,5.2,11.7,1.1,238,11.3,27.8,1020.4
10-18-21,10.6,8.7,14.4,0.7,234,10.8,24.1,1023.4
10-19-21,11.5,7.6,15.4,0.6,199,13.8,29.6,1019.5
10-20-21,15.3,12.8,17.8,0,213,20,46.3,1007.6
10-21-21,13.2,8,16.1,4.1,233,27.9,74.1,996.2
10-22-21,7.7,6.1,9.4,3,256,26.2,59.3,1008.5
10-23-21,7,4.1,10.3,0,277,19,46.3,1022.7
10-24-21,6.4,3.4,11.5,0,176,11.8,29.6,1028.8
10-25-21,5.7,1.4,11.2,0,181,12.8,24.1,1021
10-26-21,8.2,4.8,11.7,0.2,225,12.3,29.6,1019.3
10-27-21,11.4,9.2,14.6,0,223,14.3,31.5,1022.2
10-28-21,10.3,7.1,15.6,0,175,13,25.9,1021.1
10-29-21,8.5,4.4,14.8,0,163,13.4,25.9,1014.7
10-30-21,8.6,4.9,14,0,159,14.4,31.5,1010.1
10-31-21,11.4,8.2,16.4,0,172,15.4,31.5,1008.7
11-01-21,9.9,8.4,11.8,1.2,185,12.2,33.3,1002.5
11-02-21,8.5,6.3,10.2,5.3,200,7.8,18.5,1001.4
11-03-21,6.7,3.7,10.2,0,164,9.8,22.2,1003.6
11-04-21,7.1,6.2,8.3,28.7,3,18.4,63,999.2
11-05-21,8.1,7.5,9.1,12,271,19.7,59.3,1015.6
11-06-21,8.5,7.5,9.7,0,240,17.8,38.9,1023.6
11-07-21,8.6,7.4,9.9,1.7,238,22.2,50,1011.8
11-08-21,8.1,7.3,9.2,4,265,15.3,40.8,1018
11-09-21,7.7,4.8,10.5,0.2,209,9.8,22.2,1027.8
11-10-21,4.7,1.9,8.7,0,181,9.1,20.4,1025.8
11-11-21,4.7,1.4,7.9,0,234,8.5,18.5,1024
11-12-21,6.2,4,8.4,0,169,9.9,24.1,1020.7
11-13-21,5.1,3.6,7.6,0,156,9.5,22.2,1015.2
11-14-21,5.2,3.9,6.4,0.6,63,8.6,24.1,1024.1
11-15-21,5.4,4.7,6,0,89,13.5,27.8,1029.2
11-16-21,5.1,3.4,7,0,117,10.3,22.2,1024
11-17-21,5.3,4.3,6.5,0,234,12.3,31.5,1019.4
11-18-21,7.3,5.1,9.1,1.7,257,19,44.5,1022.8
11-19-21,11,9.4,11.5,1.2,271,22.8,46.3,1022.4
11-20-21,10.5,9.3,11.1,0.3,265,18.9,42.6,1020.3
11-21-21,8.1,5.1,9.3,0.9,268,12.7,33.3,1010.2
11-22-21,3.5,0.4,5.3,0,328,11.8,27.8,1022.1
11-23-21,4.3,0.4,7.1,0.3,263,13.5,27.8,1025.9
11-24-21,6.3,4.7,7.6,0.5,242,9.9,24.1,1022.5
11-25-21,3.7,2.2,4.7,0,207,11.3,31.5,1010
11-26-21,2.7,1.4,4.6,0,207,12.6,29.6,999.4
11-27-21,1.5,0.1,2.7,2,142,11.6,24.1,993
11-28-21,1.2,0.1,3.3,0.4,210,8.1,16.7,996.8
11-29-21,1.4,0.2,1.9,1.4,289,11.5,27.8,1002.5
11-30-21,3.4,2,5,4.3,263,22.7,59.3,999.7
12-01-21,5.4,2.2,7.5,8,214,21.3,61.1,993.1
12-02-21,2.7,-0.5,6,0.1,278,24.7,75.9,995.9
12-03-21,0.9,-1.1,2.6,0.3,239,18.8,38.9,1006.9
12-04-21,2.2,1.3,3.1,3.5,166,14.2,37,1000.5
12-05-21,1.2,0.6,1.6,3,57,8.7,31.5,1004.3
12-06-21,-0.3,-1.9,1.2,0.1,54,9.1,22.2,1014.9
12-07-21,-1.6,-2.7,-0.3,0,123,15.4,33.3,1012
12-08-21,-0.8,-1.9,0.5,0,118,18.7,37,1006.1
12-09-21,-1.2,-1.6,-0.8,2.1,115,9.8,31.5,1006
12-10-21,-0.4,-1.1,0.4,1.6,130,7.9,18.5,1000.9
12-11-21,-0.4,-1.2,0.6,0,224,7.8,20.4,1012.4
